timestamp,snapshotDate,productId,productName,category,unitPrice,currentInventory,physicalInventory,historicalSales,salesVelocity7d,salesVelocity30d,inventoryAdjustments,replenishmentDelay,exceptionFrequency,shrinkageIndicator,reorderPoint,safetyStock,isAnomalyLabel,stockoutWithinNext7Days,stockoutOccurred,velocityRatio,velocityAcceleration,leadTimeDemand,daysOfSupply,stockToRopRatio,netAvailableBuffer,safetyStockRatio,businessImpactScore,discrepancyMagnitude
2026-01-27 15:00:00,2026-01-27,314,Sparkling Spring Water 500ml (Batch 14),Beverages,43.19,201,201,26.3,35.0,28.7,0,5,2,0.039,214,71,0,1,1,1.22,0.22,175.0,5.74,0.939,26.0,2.831,1511.65,0
2026-01-27 18:00:00,2026-01-27,315,Cold Pressed Orange Juice 1L (Batch 14),Beverages,174.84,78,78,10.2,10.7,9.7,-24,5,4,0.1438,72,24,1,0,0,1.103,0.103,53.5,7.29,1.083,24.5,3.25,1870.79,0
2026-01-27 21:00:00,2026-01-27,316,Premium Arabica Coffee 250g (Batch 14),Packaged Foods,513.63,82,3,8.9,8.0,9.4,-9,7,6,0.1829,88,23,1,1,1,0.851,-0.149,56.0,10.25,0.932,26.0,3.565,4109.04,79
2026-01-28 00:00:00,2026-01-28,317,Organic Rolled Oats 1kg (Batch 14),Packaged Foods,209.98,22,22,21.5,22.8,19.4,0,8,1,0.0403,203,48,0,1,1,1.175,0.175,182.4,0.96,0.108,-160.4,0.458,4787.54,0
2026-01-28 03:00:00,2026-01-28,318,Dark Chocolate Bar 70% (Batch 14),Snacks & Confectionery,154.65,275,275,16.2,17.0,17.2,0,2,4,0.0753,77,43,0,0,0,0.988,-0.012,34.0,16.18,3.571,241.0,6.395,2629.05,0
2026-01-28 06:00:00,2026-01-28,319,Almond Granola Bites (Batch 14),Snacks & Confectionery,264.13,35,35,9.5,9.3,8.7,0,4,2,0.1802,55,21,0,1,1,1.069,0.069,37.2,3.76,0.636,-2.2,1.667,2456.41,0
2026-01-28 09:00:00,2026-01-28,320,Antibacterial Hand Wash 500ml (Batch 14),Personal Care,156.82,416,416,32.6,77.6,30.0,0,7,1,0.1119,285,75,0,1,1,2.587,1.587,543.2,5.36,1.46,-127.2,5.547,12169.23,0
2026-01-28 12:00:00,2026-01-28,321,Hydrating Shampoo 400ml (Batch 14),Personal Care,310.89,64,64,7.9,7.9,8.4,0,12,0,0.0191,121,21,0,0,0,0.94,-0.06,94.8,8.1,0.529,-30.8,3.048,2456.03,0
2026-01-28 15:00:00,2026-01-28,322,Biodegradable Dish Soap 1L (Batch 14),Household & Cleaning,186.27,22,22,3.1,3.3,3.1,-5,2,0,0.0289,13,7,0,1,1,1.064,0.065,6.6,6.67,1.692,15.4,3.143,614.69,0
2026-01-28 18:00:00,2026-01-28,323,Microfiber Cleaning Cloths 4-Pack (Batch 14),Household & Cleaning,189.93,120,120,6.5,6.5,6.4,0,5,1,0.0144,48,16,0,0,0,1.016,0.016,32.5,18.46,2.5,87.5,7.5,1234.54,0
2026-01-28 21:00:00,2026-01-28,324,USB-C Fast Charging Cable 2m (Batch 14),Electronics & Accessories,408.32,122,122,11.6,12.1,11.2,0,5,1,0.0397,84,28,0,0,0,1.08,0.08,60.5,10.08,1.452,61.5,4.357,4940.67,0
2026-01-29 00:00:00,2026-01-29,325,Wireless Optical Mouse (Batch 14),Electronics & Accessories,770.4,159,159,8.3,3.5,8.6,0,11,1,0.0361,115,21,0,0,0,0.407,-0.593,38.5,45.43,1.383,120.5,7.571,2696.4,0
2026-01-29 03:00:00,2026-01-29,326,Organic Whole Milk 1L (Batch 15),Dairy & Fresh,58.75,225,225,33.9,32.7,30.9,0,2,0,0.0468,138,77,0,1,1,1.058,0.058,65.4,6.88,1.63,159.6,2.922,1921.13,0
2026-01-29 06:00:00,2026-01-29,327,Greek Yogurt 400g (Batch 15),Dairy & Fresh,127.97,10,10,6.0,5.4,5.4,0,2,0,0.0462,23,13,0,1,1,1.0,0.0,10.8,1.85,0.435,-0.8,0.769,691.04,0
2026-01-29 09:00:00,2026-01-29,328,Artisan Sourdough Bread (Batch 15),Bakery,106.01,199,199,20.4,21.4,20.2,0,6,1,0.0239,171,50,0,0,0,1.059,0.059,128.4,9.3,1.164,70.6,3.98,2268.61,0
2026-01-29 12:00:00,2026-01-29,329,Sparkling Spring Water 500ml (Batch 15),Beverages,43.18,315,315,60.6,51.9,63.1,0,2,2,0.0807,283,157,0,1,1,0.823,-0.177,103.8,6.07,1.113,211.2,2.006,2241.04,0
2026-01-29 15:00:00,2026-01-29,330,Cold Pressed Orange Juice 1L (Batch 15),Beverages,176.16,40,40,9.7,8.4,9.5,0,7,1,0.0447,89,23,0,1,1,0.884,-0.116,58.8,4.76,0.449,-18.8,1.739,1479.74,0
2026-01-29 18:00:00,2026-01-29,331,Premium Arabica Coffee 250g (Batch 15),Packaged Foods,497.84,218,218,11.4,11.2,12.4,0,11,2,0.0255,167,31,0,0,0,0.903,-0.097,123.2,19.46,1.305,94.8,7.032,5575.81,0
2026-01-29 21:00:00,2026-01-29,332,Organic Rolled Oats 1kg (Batch 15),Packaged Foods,222.89,600,600,25.9,12.0,27.6,0,10,1,0.0467,345,69,0,0,0,0.435,-0.565,120.0,50.0,1.739,480.0,8.696,2674.68,0
2026-01-30 00:00:00,2026-01-30,333,Dark Chocolate Bar 70% (Batch 15),Snacks & Confectionery,151.58,100,100,18.1,16.9,19.5,0,3,1,0.0791,106,48,0,1,1,0.867,-0.133,50.7,5.92,0.943,49.3,2.083,2561.7,0
2026-01-30 03:00:00,2026-01-30,334,Almond Granola Bites (Batch 15),Snacks & Confectionery,273.27,14,14,11.1,11.6,10.4,0,6,5,0.0232,88,26,0,1,1,1.115,0.115,69.6,1.21,0.159,-55.6,0.538,3169.93,0
2026-01-30 06:00:00,2026-01-30,335,Antibacterial Hand Wash 500ml (Batch 15),Personal Care,139.98,429,429,27.9,29.2,29.3,-5,9,1,0.035,336,73,0,0,0,0.997,-0.003,262.8,14.69,1.277,166.2,5.877,4087.42,0
2026-01-30 09:00:00,2026-01-30,336,Hydrating Shampoo 400ml (Batch 15),Personal Care,329.95,200,200,11.5,9.9,11.9,-5,7,3,0.0176,112,29,0,0,0,0.832,-0.168,69.3,20.2,1.786,130.7,6.897,3266.5,0
2026-01-30 12:00:00,2026-01-30,337,Biodegradable Dish Soap 1L (Batch 15),Household & Cleaning,174.8,110,110,9.8,11.0,10.5,-18,9,8,0.0218,120,26,1,0,0,1.048,0.048,99.0,10.0,0.917,11.0,4.231,1922.8,0
2026-01-30 15:00:00,2026-01-30,338,Microfiber Cleaning Cloths 4-Pack (Batch 15),Household & Cleaning,201.66,192,192,4.7,4.3,5.0,0,10,1,0.072,62,12,0,0,0,0.86,-0.14,43.0,44.65,3.097,149.0,16.0,867.14,0
2026-01-30 18:00:00,2026-01-30,339,USB-C Fast Charging Cable 2m (Batch 15),Electronics & Accessories,394.64,267,267,5.1,6.1,5.4,0,17,2,0.0447,104,13,0,0,0,1.13,0.13,103.7,43.77,2.567,163.3,20.538,2407.3,0
2026-01-30 21:00:00,2026-01-30,340,Wireless Optical Mouse (Batch 15),Electronics & Accessories,853.5,220,220,6.2,5.6,5.9,-5,15,2,0.0331,102,14,0,0,0,0.949,-0.051,84.0,39.29,2.157,136.0,15.714,4779.6,0
2026-01-31 00:00:00,2026-01-31,341,Organic Whole Milk 1L (Batch 16),Dairy & Fresh,65.92,20,3,21.1,22.3,19.4,-5,1,7,0.2026,67,48,1,1,1,1.149,0.149,22.3,0.9,0.299,-2.3,0.417,1470.02,17
2026-01-31 03:00:00,2026-01-31,342,Greek Yogurt 400g (Batch 16),Dairy & Fresh,132.25,117,117,10.6,12.0,10.4,0,4,2,0.099,67,26,0,0,0,1.154,0.154,48.0,9.75,1.746,69.0,4.5,1587.0,0
2026-01-31 06:00:00,2026-01-31,343,Artisan Sourdough Bread (Batch 16),Bakery,92.56,41,41,19.6,18.4,19.6,0,1,1,0.0958,68,49,0,1,1,0.939,-0.061,18.4,2.23,0.603,22.6,0.837,1703.1,0
2026-01-31 09:00:00,2026-01-31,344,Sparkling Spring Water 500ml (Batch 16),Beverages,40.39,221,221,28.1,29.8,26.6,0,5,0,0.1011,199,66,0,0,0,1.12,0.12,149.0,7.42,1.111,72.0,3.348,1203.62,0
2026-01-31 12:00:00,2026-01-31,345,Cold Pressed Orange Juice 1L (Batch 16),Beverages,193.9,301,301,10.7,11.2,11.5,-10,8,2,0.0267,120,28,0,0,0,0.974,-0.026,89.6,26.87,2.508,211.4,10.75,2171.68,0
2026-01-31 15:00:00,2026-01-31,346,Premium Arabica Coffee 250g (Batch 16),Packaged Foods,463.51,64,64,10.5,11.5,9.6,0,3,4,0.1916,52,24,0,1,1,1.198,0.198,34.5,5.57,1.231,29.5,2.667,5330.36,0
2026-01-31 18:00:00,2026-01-31,347,Organic Rolled Oats 1kg (Batch 16),Packaged Foods,194.59,521,521,22.6,22.9,23.9,-2,11,3,0.098,321,59,0,0,0,0.958,-0.042,251.9,22.75,1.623,269.1,8.83,4456.11,0
2026-01-31 21:00:00,2026-01-31,348,Dark Chocolate Bar 70% (Batch 16),Snacks & Confectionery,171.04,65,65,22.6,25.5,24.4,0,6,0,0.0421,207,61,0,1,1,1.045,0.045,153.0,2.55,0.314,-88.0,1.066,4361.52,0
2026-02-01 00:00:00,2026-02-01,349,Almond Granola Bites (Batch 16),Snacks & Confectionery,262.88,115,115,7.7,6.8,8.4,0,4,2,0.0344,54,21,0,0,0,0.81,-0.19,27.2,16.91,2.13,87.8,5.476,1787.58,0
2026-02-01 03:00:00,2026-02-01,350,Antibacterial Hand Wash 500ml (Batch 16),Personal Care,158.31,113,113,11.5,18.3,10.9,0,7,0,0.0297,103,27,0,1,1,1.679,0.679,128.1,6.17,1.097,-15.1,4.185,2897.07,0
2026-02-01 06:00:00,2026-02-01,101,Hydrating Shampoo 400ml (Batch 16),Personal Care,306.48,16,16,12.2,11.1,11.7,0,8,0,0.0356,122,29,0,1,1,0.949,-0.051,88.8,1.44,0.131,-72.8,0.552,3401.93,0
2026-02-01 09:00:00,2026-02-01,102,Biodegradable Dish Soap 1L (Batch 16),Household & Cleaning,193.57,198,198,12.9,14.1,13.9,0,4,2,0.0286,89,34,0,0,0,1.014,0.014,56.4,14.04,2.225,141.6,5.824,2729.34,0
2026-02-01 12:00:00,2026-02-01,103,Microfiber Cleaning Cloths 4-Pack (Batch 16),Household & Cleaning,185.91,11,11,5.9,5.7,6.1,0,11,1,0.0234,82,15,0,1,1,0.934,-0.066,62.7,1.93,0.134,-51.7,0.733,1059.69,0
2026-02-01 15:00:00,2026-02-01,104,USB-C Fast Charging Cable 2m (Batch 16),Electronics & Accessories,442.39,80,80,14.2,12.8,12.9,0,17,1,0.1307,251,32,0,1,1,0.992,-0.008,217.6,6.25,0.319,-137.6,2.5,5662.59,0
2026-02-01 18:00:00,2026-02-01,105,Wireless Optical Mouse (Batch 16),Electronics & Accessories,789.14,26,26,4.9,5.4,4.7,-10,10,4,0.0218,58,11,0,1,1,1.149,0.149,54.0,4.81,0.448,-28.0,2.364,4261.36,0
2026-02-01 21:00:00,2026-02-01,106,Organic Whole Milk 1L (Batch 17),Dairy & Fresh,69.33,56,56,28.6,31.5,27.2,0,4,3,0.1433,176,68,0,1,1,1.158,0.158,126.0,1.78,0.318,-70.0,0.824,2183.9,0
2026-02-02 00:00:00,2026-02-02,107,Greek Yogurt 400g (Batch 17),Dairy & Fresh,132.08,45,45,13.2,14.3,12.2,0,3,2,0.0777,66,30,0,1,1,1.172,0.172,42.9,3.15,0.682,2.1,1.5,1888.74,0
2026-02-02 03:00:00,2026-02-02,108,Artisan Sourdough Bread (Batch 17),Bakery,95.78,178,178,15.7,16.3,15.1,-35,1,6,0.0392,52,37,1,0,0,1.079,0.079,16.3,10.92,3.423,161.7,4.811,1561.21,0
2026-02-02 06:00:00,2026-02-02,109,Sparkling Spring Water 500ml (Batch 17),Beverages,45.96,46,5,31.3,73.4,29.5,-6,4,7,0.293,191,73,1,1,1,2.488,1.488,293.6,0.63,0.241,-247.6,0.63,3373.46,41
2026-02-02 09:00:00,2026-02-02,110,Cold Pressed Orange Juice 1L (Batch 17),Beverages,203.02,282,282,17.2,19.3,16.1,-2,6,1,0.0193,136,40,0,0,0,1.199,0.199,115.8,14.61,2.074,166.2,7.05,3918.29,0
2026-02-02 12:00:00,2026-02-02,111,Premium Arabica Coffee 250g (Batch 17),Packaged Foods,440.83,50,50,4.1,4.2,3.8,0,10,1,0.0457,47,9,0,0,0,1.105,0.105,42.0,11.9,1.064,8.0,5.555,1851.49,0
2026-02-02 15:00:00,2026-02-02,112,Organic Rolled Oats 1kg (Batch 17),Packaged Foods,194.94,159,159,10.4,13.5,9.8,0,8,0,0.057,102,24,0,0,0,1.378,0.378,108.0,11.78,1.559,51.0,6.625,2631.69,0
2026-02-02 18:00:00,2026-02-02,113,Dark Chocolate Bar 70% (Batch 17),Snacks & Confectionery,161.55,43,43,22.2,21.2,22.5,0,5,0,0.0785,168,56,0,1,1,0.942,-0.058,106.0,2.03,0.256,-63.0,0.768,3424.86,0
2026-02-02 21:00:00,2026-02-02,114,Almond Granola Bites (Batch 17),Snacks & Confectionery,235.35,133,133,11.8,11.4,11.2,0,16,2,0.0513,207,28,0,0,0,1.018,0.018,182.4,11.67,0.643,-49.4,4.75,2682.99,0
2026-02-03 00:00:00,2026-02-03,115,Antibacterial Hand Wash 500ml (Batch 17),Personal Care,151.17,23,23,11.8,11.1,12.9,0,3,0,0.0126,70,32,0,1,1,0.86,-0.14,33.3,2.07,0.329,-10.3,0.719,1677.99,0
2026-02-03 03:00:00,2026-02-03,116,Hydrating Shampoo 400ml (Batch 17),Personal Care,291.25,282,282,11.6,10.0,12.7,0,6,0,0.005,107,31,0,0,0,0.787,-0.213,60.0,28.2,2.636,222.0,9.097,2912.5,0
2026-02-03 06:00:00,2026-02-03,117,Biodegradable Dish Soap 1L (Batch 17),Household & Cleaning,198.24,11,11,5.3,4.6,5.0,-2,11,1,0.0517,67,12,0,1,1,0.92,-0.08,50.6,2.39,0.164,-39.6,0.917,911.9,0
2026-02-03 09:00:00,2026-02-03,118,Microfiber Cleaning Cloths 4-Pack (Batch 17),Household & Cleaning,186.33,81,16,7.9,8.1,7.4,-19,7,11,0.184,69,18,1,1,1,1.095,0.095,56.7,10.0,1.174,24.3,4.5,1509.27,65
2026-02-03 12:00:00,2026-02-03,119,USB-C Fast Charging Cable 2m (Batch 17),Electronics & Accessories,365.25,51,51,12.1,10.6,12.6,0,15,2,0.0055,220,31,0,1,1,0.841,-0.159,159.0,4.81,0.232,-108.0,1.645,3871.65,0
2026-02-03 15:00:00,2026-02-03,120,Wireless Optical Mouse (Batch 17),Electronics & Accessories,861.75,40,1,4.1,3.6,3.9,-15,17,4,0.1981,75,9,1,1,1,0.923,-0.077,61.2,11.11,0.533,-21.2,4.444,3102.3,39
2026-02-03 18:00:00,2026-02-03,121,Organic Whole Milk 1L (Batch 18),Dairy & Fresh,70.0,82,17,22.5,22.8,22.3,-15,4,11,0.2807,144,55,1,1,1,1.022,0.022,91.2,3.6,0.569,-9.2,1.491,1596.0,65
2026-02-03 21:00:00,2026-02-03,122,Greek Yogurt 400g (Batch 18),Dairy & Fresh,133.62,81,81,8.4,7.2,8.7,0,2,0,0.0555,38,21,0,0,0,0.828,-0.172,14.4,11.25,2.132,66.6,3.857,962.06,0
2026-02-04 00:00:00,2026-02-04,123,Artisan Sourdough Bread (Batch 18),Bakery,108.13,93,93,20.8,21.9,19.8,0,2,2,0.0359,88,49,0,1,1,1.106,0.106,43.8,4.25,1.057,49.2,1.898,2368.05,0
2026-02-04 03:00:00,2026-02-04,124,Sparkling Spring Water 500ml (Batch 18),Beverages,45.31,609,609,42.5,41.5,40.5,3,5,3,0.0834,303,101,0,0,0,1.025,0.025,207.5,14.67,2.01,401.5,6.03,1880.36,0
2026-02-04 06:00:00,2026-02-04,125,Cold Pressed Orange Juice 1L (Batch 18),Beverages,187.77,51,51,14.7,13.5,14.9,0,3,3,0.0103,81,37,0,1,1,0.906,-0.094,40.5,3.78,0.63,10.5,1.378,2534.9,0
2026-02-04 09:00:00,2026-02-04,126,Premium Arabica Coffee 250g (Batch 18),Packaged Foods,459.91,159,159,7.4,7.8,7.7,-5,12,6,0.0759,111,19,0,0,0,1.013,0.013,93.6,20.38,1.432,65.4,8.368,3587.3,0
2026-02-04 12:00:00,2026-02-04,127,Organic Rolled Oats 1kg (Batch 18),Packaged Foods,191.05,14,14,14.1,13.4,14.6,0,3,1,0.0551,79,36,0,1,1,0.918,-0.082,40.2,1.04,0.177,-26.2,0.389,2560.07,0
2026-02-04 15:00:00,2026-02-04,128,Dark Chocolate Bar 70% (Batch 18),Snacks & Confectionery,169.61,187,187,12.4,10.6,13.3,0,5,0,0.024,99,33,0,0,0,0.797,-0.203,53.0,17.64,1.889,134.0,5.667,1797.87,0
2026-02-04 18:00:00,2026-02-04,129,Almond Granola Bites (Batch 18),Snacks & Confectionery,261.89,14,14,8.2,11.6,7.9,0,6,2,0.0445,66,19,0,1,1,1.468,0.468,69.6,1.21,0.212,-55.6,0.737,3037.92,0
2026-02-04 21:00:00,2026-02-04,130,Antibacterial Hand Wash 500ml (Batch 18),Personal Care,140.09,2,2,21.0,22.2,22.2,0,1,0,0.0337,77,55,0,1,1,1.0,0.0,22.2,0.09,0.026,-20.2,0.036,3110.0,0
2026-02-05 00:00:00,2026-02-05,131,Hydrating Shampoo 400ml (Batch 18),Personal Care,339.18,110,110,6.8,8.3,6.7,0,11,1,0.0185,89,16,0,0,0,1.239,0.239,91.3,13.25,1.236,18.7,6.875,2815.19,0
2026-02-05 03:00:00,2026-02-05,132,Biodegradable Dish Soap 1L (Batch 18),Household & Cleaning,195.67,140,140,11.9,12.1,10.8,0,10,3,0.0948,135,27,0,0,0,1.12,0.12,121.0,11.57,1.037,19.0,5.185,2367.61,0
2026-02-05 06:00:00,2026-02-05,133,Microfiber Cleaning Cloths 4-Pack (Batch 18),Household & Cleaning,179.98,211,211,6.4,14.6,7.0,0,9,2,0.0252,80,17,0,0,0,2.086,1.086,131.4,14.45,2.637,79.6,12.412,2627.71,0
2026-02-05 09:00:00,2026-02-05,134,USB-C Fast Charging Cable 2m (Batch 18),Electronics & Accessories,424.27,51,51,10.1,10.7,10.2,0,8,2,0.1629,106,25,0,1,1,1.049,0.049,85.6,4.77,0.481,-34.6,2.04,4539.69,0
2026-02-05 12:00:00,2026-02-05,135,Wireless Optical Mouse (Batch 18),Electronics & Accessories,854.98,158,158,8.2,9.0,8.2,0,7,0,0.028,77,20,0,0,0,1.098,0.098,63.0,17.56,2.052,95.0,7.9,7694.82,0
2026-02-05 15:00:00,2026-02-05,136,Organic Whole Milk 1L (Batch 19),Dairy & Fresh,68.25,186,186,38.4,42.7,34.7,0,2,2,0.2155,155,86,0,1,1,1.231,0.231,85.4,4.36,1.2,100.6,2.163,2914.28,0
2026-02-05 18:00:00,2026-02-05,137,Greek Yogurt 400g (Batch 19),Dairy & Fresh,110.26,89,89,17.7,17.2,17.1,0,3,2,0.0493,93,42,0,1,1,1.006,0.006,51.6,5.17,0.957,37.4,2.119,1896.47,0
2026-02-05 21:00:00,2026-02-05,138,Artisan Sourdough Bread (Batch 19),Bakery,100.78,1,1,16.9,16.0,16.3,0,1,1,0.0139,56,40,0,1,1,0.982,-0.018,16.0,0.06,0.018,-15.0,0.025,1612.48,0
2026-02-06 00:00:00,2026-02-06,139,Sparkling Spring Water 500ml (Batch 19),Beverages,36.48,136,136,43.1,38.9,39.5,0,21,3,0.1287,927,98,0,1,1,0.985,-0.015,816.9,3.5,0.147,-680.9,1.388,1419.07,0
2026-02-06 03:00:00,2026-02-06,140,Cold Pressed Orange Juice 1L (Batch 19),Beverages,181.74,13,13,15.2,16.7,15.6,0,3,1,0.0764,85,39,0,1,1,1.071,0.071,50.1,0.78,0.153,-37.1,0.333,3035.06,0
2026-02-06 06:00:00,2026-02-06,141,Premium Arabica Coffee 250g (Batch 19),Packaged Foods,409.47,127,127,11.7,11.6,12.0,-10,10,2,0.0132,150,30,0,0,0,0.967,-0.033,116.0,10.95,0.847,11.0,4.233,4749.85,0
2026-02-06 09:00:00,2026-02-06,142,Organic Rolled Oats 1kg (Batch 19),Packaged Foods,191.15,69,8,15.9,13.7,17.1,-2,4,6,0.1681,110,42,1,1,1,0.801,-0.199,54.8,5.04,0.627,14.2,1.643,2618.76,61
2026-02-06 12:00:00,2026-02-06,143,Dark Chocolate Bar 70% (Batch 19),Snacks & Confectionery,153.64,127,127,11.9,12.8,12.0,0,11,1,0.0147,162,30,0,0,0,1.067,0.067,140.8,9.92,0.784,-13.8,4.233,1966.59,0
2026-02-06 15:00:00,2026-02-06,144,Almond Granola Bites (Batch 19),Snacks & Confectionery,239.17,123,123,13.0,11.8,13.3,0,4,2,0.0484,86,33,0,0,0,0.887,-0.113,47.2,10.42,1.43,75.8,3.727,2822.21,0
2026-02-06 18:00:00,2026-02-06,145,Antibacterial Hand Wash 500ml (Batch 19),Personal Care,160.91,90,90,9.1,8.1,8.8,-5,6,1,0.2419,74,22,0,0,0,0.92,-0.08,48.6,11.11,1.216,41.4,4.091,1303.37,0
2026-02-06 21:00:00,2026-02-06,146,Hydrating Shampoo 400ml (Batch 19),Personal Care,327.96,27,5,14.7,14.6,14.7,-13,3,9,0.1359,80,36,1,1,1,0.993,-0.007,43.8,1.85,0.337,-16.8,0.75,4788.22,22
2026-02-07 00:00:00,2026-02-07,147,Biodegradable Dish Soap 1L (Batch 19),Household & Cleaning,218.3,42,3,10.0,11.1,9.8,-14,3,9,0.3456,53,24,1,1,1,1.133,0.133,33.3,3.78,0.792,8.7,1.75,2423.13,39
2026-02-07 03:00:00,2026-02-07,148,Microfiber Cleaning Cloths 4-Pack (Batch 19),Household & Cleaning,203.69,59,59,6.9,7.3,7.6,0,13,0,0.0608,117,19,0,0,0,0.961,-0.039,94.9,8.08,0.504,-35.9,3.105,1486.94,0
2026-02-07 06:00:00,2026-02-07,149,USB-C Fast Charging Cable 2m (Batch 19),Electronics & Accessories,370.18,19,19,15.1,16.0,14.7,0,9,0,0.1759,168,36,0,1,1,1.088,0.088,144.0,1.19,0.113,-125.0,0.528,5922.88,0
2026-02-07 09:00:00,2026-02-07,150,Wireless Optical Mouse (Batch 19),Electronics & Accessories,815.01,55,55,7.1,6.3,7.6,0,15,1,0.0273,133,19,0,0,0,0.829,-0.171,94.5,8.73,0.414,-39.5,2.895,5134.56,0
2026-02-07 12:00:00,2026-02-07,151,Organic Whole Milk 1L (Batch 20),Dairy & Fresh,69.76,563,563,19.3,16.6,20.6,0,10,4,0.0921,257,51,0,0,0,0.806,-0.194,166.0,33.92,2.191,397.0,11.039,1158.02,0
2026-02-07 15:00:00,2026-02-07,152,Greek Yogurt 400g (Batch 20),Dairy & Fresh,111.16,20,0,15.5,14.2,16.1,-5,4,11,0.1275,104,40,1,1,1,0.882,-0.118,56.8,1.41,0.192,-36.8,0.5,1578.47,20
2026-02-07 18:00:00,2026-02-07,153,Artisan Sourdough Bread (Batch 20),Bakery,96.61,88,88,21.4,20.2,20.4,0,1,2,0.0879,71,51,0,1,1,0.99,-0.01,20.2,4.36,1.239,67.8,1.725,1951.52,0
2026-02-07 21:00:00,2026-02-07,154,Sparkling Spring Water 500ml (Batch 20),Beverages,39.97,40,40,18.3,16.8,18.6,3,8,3,0.0803,194,46,0,1,1,0.903,-0.097,134.4,2.38,0.206,-94.4,0.87,671.5,0
2026-02-08 00:00:00,2026-02-08,155,Cold Pressed Orange Juice 1L (Batch 20),Beverages,182.45,44,44,5.3,6.1,5.2,0,2,0,0.0728,23,13,0,0,0,1.173,0.173,12.2,7.21,1.913,31.8,3.385,1112.94,0
2026-02-08 03:00:00,2026-02-08,156,Premium Arabica Coffee 250g (Batch 20),Packaged Foods,515.91,26,26,8.0,6.9,8.5,0,3,3,0.0906,46,21,0,1,1,0.812,-0.188,20.7,3.77,0.565,5.3,1.238,3559.78,0
2026-02-08 06:00:00,2026-02-08,157,Organic Rolled Oats 1kg (Batch 20),Packaged Foods,225.48,85,85,10.5,22.0,11.5,0,8,3,0.123,120,28,0,1,1,1.913,0.913,176.0,3.86,0.708,-91.0,3.036,4960.56,0
2026-02-08 09:00:00,2026-02-08,158,Dark Chocolate Bar 70% (Batch 20),Snacks & Confectionery,172.82,521,77,28.2,25.5,29.9,-10,3,10,0.3323,163,74,1,1,1,0.853,-0.147,76.5,20.43,3.196,444.5,7.041,4406.91,444
2026-02-08 12:00:00,2026-02-08,159,Almond Granola Bites (Batch 20),Snacks & Confectionery,269.04,189,189,9.6,9.0,9.4,0,7,0,0.0181,88,23,0,0,0,0.957,-0.043,63.0,21.0,2.148,126.0,8.217,2421.36,0
2026-02-08 15:00:00,2026-02-08,160,Antibacterial Hand Wash 500ml (Batch 20),Personal Care,157.11,184,184,12.3,12.6,11.9,0,8,3,0.0184,124,29,0,0,0,1.059,0.059,100.8,14.6,1.484,83.2,6.345,1979.59,0
2026-02-08 18:00:00,2026-02-08,161,Hydrating Shampoo 400ml (Batch 20),Personal Care,304.17,119,119,10.7,5.0,10.4,0,9,0,0.0123,119,26,0,0,0,0.481,-0.519,45.0,23.8,1.0,74.0,4.577,1520.85,0
2026-02-08 21:00:00,2026-02-08,162,Biodegradable Dish Soap 1L (Batch 20),Household & Cleaning,196.78,146,146,12.2,11.9,12.7,0,5,0,0.0385,94,31,0,0,0,0.937,-0.063,59.5,12.27,1.553,86.5,4.71,2341.68,0
2026-02-09 00:00:00,2026-02-09,163,Microfiber Cleaning Cloths 4-Pack (Batch 20),Household & Cleaning,170.1,119,119,5.1,4.8,5.3,0,21,2,0.0534,124,13,0,0,0,0.906,-0.094,100.8,24.79,0.96,18.2,9.154,816.48,0
2026-02-09 03:00:00,2026-02-09,164,USB-C Fast Charging Cable 2m (Batch 20),Electronics & Accessories,403.0,153,153,7.5,7.3,7.1,0,14,2,0.005,116,17,0,0,0,1.028,0.028,102.2,20.96,1.319,50.8,9.0,2941.9,0
2026-02-09 06:00:00,2026-02-09,165,Wireless Optical Mouse (Batch 20),Electronics & Accessories,908.3,9,9,4.6,4.9,4.7,0,8,0,0.0424,48,11,0,1,1,1.043,0.043,39.2,1.84,0.187,-30.2,0.818,4450.67,0
2026-02-09 09:00:00,2026-02-09,166,Organic Whole Milk 1L (Batch 21),Dairy & Fresh,62.79,243,243,19.7,44.5,19.6,0,4,1,0.0207,127,49,0,1,1,2.27,1.27,178.0,5.46,1.913,65.0,4.959,2794.16,0
2026-02-09 12:00:00,2026-02-09,167,Greek Yogurt 400g (Batch 21),Dairy & Fresh,123.76,207,207,21.7,21.0,23.3,0,4,0,0.019,151,58,0,0,0,0.901,-0.099,84.0,9.86,1.371,123.0,3.569,2598.96,0
2026-02-09 15:00:00,2026-02-09,168,Artisan Sourdough Bread (Batch 21),Bakery,95.45,74,74,17.8,16.0,16.4,-35,1,7,0.0246,57,41,1,1,1,0.976,-0.024,16.0,4.62,1.298,58.0,1.805,1527.2,0
2026-02-09 18:00:00,2026-02-09,169,Sparkling Spring Water 500ml (Batch 21),Beverages,38.53,141,141,36.0,35.9,32.7,0,6,0,0.0518,277,81,0,1,1,1.098,0.098,215.4,3.93,0.509,-74.4,1.741,1383.23,0
2026-02-09 21:00:00,2026-02-09,170,Cold Pressed Orange Juice 1L (Batch 21),Beverages,184.92,123,123,13.6,13.6,13.6,0,4,1,0.0676,88,34,0,0,0,1.0,0.0,54.4,9.04,1.398,68.6,3.618,2514.91,0
